time                   ,dt                   ,Center (x-axis) ,Center (y-axis) ,box width ,box height ,center_y_corrected ,mean_y
  10.802535200025886   ,0.0595234            ,      380.3457  ,      321.65228 ,44.96582  , 44.45404  ,8.9250514          ,   
  10.851753700058907   ,0.0492185            ,      380.98376 ,      316.17307 ,45.25708  , 44.785645 ,14.4042614         ,   
  10.914558399934322   ,0.0628047            ,      381.11133 ,      313.6485  ,45.621277 , 44.67569  ,16.9288314         ,   
  10.979440700029954   ,0.0648823            ,      381.6604  ,      315.24304 ,45.41284  , 45.240723 ,15.3342914         ,   
  11.038584100082517   ,0.059143400052562356 ,      382.26147 ,      320.86078 ,45.472656 , 45.3519   ,9.7165514          ,   
  11.100644099991769   ,0.06206              ,      382.75952 ,      328.94507 ,45.689148 , 46.54538  ,1.6322614          ,   
  11.164150200085714   ,0.0635061            ,      383.17398 ,      337.47592 ,45.46045  , 46.2146   ,-6.8985886         ,   
  11.227344099897891   ,0.0631939            ,      383.40317 ,      344.2599  ,45.74463  , 45.799744 ,-13.6825686        ,   
  11.286157000111416   ,0.0588129            ,      383.91434 ,      348.39252 ,45.483154 , 45.358734 ,-17.8151886        ,   
  11.338247899897397   ,0.0520909            ,      384.16913 ,      348.13165 ,45.51718  , 44.868988 ,-17.5543186        ,   
  11.39976800000295    ,0.061520100105553865 ,      384.3431  ,      343.34708 ,45.82007  , 44.792725 ,-12.7697486        ,   
  11.45884110010229    ,0.0590731            ,      384.43295 ,      336.5638  ,45.432617 , 44.34619  ,-5.9864686         ,   
  11.505902300123125   ,0.047061200020834804 ,      384.42538 ,      328.07587 ,45.447266 , 44.903656 ,2.5014614          ,   
  11.558180399937555   ,0.0522781            ,      384.41583 ,      320.38776 ,45.853424 , 44.253326 ,10.1895714         ,   
  11.619203800102696   ,0.0610234            ,      384.31946 ,      314.98907 ,45.565613 , 44.448334 ,15.5882614         ,   
  11.683660899987444   ,0.0644571            ,      384.10782 ,      313.3321  ,45.8479   , 45.142242 ,17.2452314         ,   
  11.741662800079212   ,0.0580019            ,      384.07928 ,      316.2664  ,45.526276 , 45.241333 ,14.3109314         ,   
  11.800556200090796   ,0.0588934            ,      384.0119  ,      322.05847 ,45.773773 , 45.884796 ,8.5188614          ,   
  11.853602699935436   ,0.0530465            ,      383.98462 ,      330.86987 ,45.5354   , 45.29718  ,-0.2925386         ,   
  11.913619800005108   ,0.0600171            ,      383.93134 ,      339.39966 ,45.377777 , 46.157288 ,-8.8223286         ,   
  11.974685600027442   ,0.0610658            ,      383.3745  ,      345.56952 ,45.461426 , 45.201508 ,-14.9921886        ,   
  12.03764500003308    ,0.0629594            ,      383.35077 ,      348.43402 ,45.020844 , 45.13443  ,-17.8566886        ,   
  12.101553600048646   ,0.0639086            ,      382.83478 ,      347.20087 ,45.307465 , 44.18686  ,-16.6235386        ,   
  12.163964800070971   ,0.0624112            ,      382.62662 ,      342.06097 ,45.256836 , 44.059418 ,-11.4836386        ,   
  12.226937900064513   ,0.0629731            ,      381.95044 ,      334.40518 ,45.576843 , 43.965088 ,-3.8278486         ,   
  12.289563700091094   ,0.0626258            ,      381.722   ,      326.21027 ,45.15219  , 43.946686 ,4.3670614          ,   
  12.353210000088438   ,0.0636463            ,      381.38867 ,      319.55682 ,45.07538  , 43.86078  ,11.0205114         ,   
  12.414637899957597   ,0.061427899869158864 ,      380.6953  ,      314.59097 ,45.20868  , 44.517334 ,15.9863614         ,   
  12.477337199961767   ,0.0626993            ,      380.29834 ,      314.14462 ,45.053223 , 44.69336  ,16.4327114         ,   
  12.541913999943063   ,0.0645768            ,      380.28107 ,      317.57416 ,44.842133 , 45.88437  ,13.0031714         ,   
  12.601988600101322   ,0.0600746            ,      379.58203 ,      324.15308 ,44.634277 , 45.13922  ,6.4242514          ,   
  12.665101600112393   ,0.063113             ,      379.3003  ,      332.3655  ,44.237305 , 45.39746  ,-1.7881686         ,   
  12.726553000044078   ,0.061451399931684136 ,      379.05133 ,      341.22485 ,44.197113 , 44.927063 ,-10.6475186        ,   
  12.791097899898887   ,0.0645449            ,      378.7348  ,      345.97913 ,44.207184 , 44.652893 ,-15.4017986        ,   
  12.850329499924555   ,0.0592316            ,      378.80365 ,      348.07794 ,44.750153 , 44.519684 ,-17.5006086        ,   
  12.902259800117463   ,0.0519303            ,      378.7431  ,      345.65765 ,44.328705 , 43.81485  ,-15.0803186        ,   
  12.966095600044355   ,0.0638358            ,      379.0776  ,      340.66885 ,44.42163  , 43.927917 ,-10.0915186        ,   
  13.027714499970898   ,0.061618899926543236 ,      379.13794 ,      332.07196 ,44.493164 , 44.322235 ,-1.4946286         ,   
  13.087608699919656   ,0.0598942            ,      379.50494 ,      324.07532 ,44.921722 , 44.022217 ,6.5020114          ,   
  13.136354099959135   ,0.048745400039479136 ,      379.88574 ,      317.91132 ,45.32129  , 44.25479  ,12.6660114         ,   
  13.197980700060725   ,0.0616266            ,      380.23492 ,      314.17822 ,45.321625 , 44.669952 ,16.3991114         ,   
  13.260750300018117   ,0.0627696            ,      380.68774 ,      314.58557 ,45.61493  , 45.075684 ,15.9917614         ,   
  13.32508229999803    ,0.064332             ,      381.30978 ,      319.2744  ,45.68335  , 45.23883  ,11.3029314         ,   
  13.383367500035092   ,0.0582852            ,      381.7761  ,      326.5277  ,45.849365 , 46.147705 ,4.0496314          ,   
  13.432717199902982   ,0.049349699867889285 ,      382.1145  ,      334.85156 ,45.999817 , 45.855164 ,-4.2742286         ,   
  13.493495899951085   ,0.0607787            ,      382.66064 ,      342.55145 ,45.78888  , 45.546234 ,-11.9741186        ,   
  13.557939399965107   ,0.0644435            ,      383.06177 ,      347.46735 ,45.66913  , 45.205963 ,-16.8900186        ,   
  13.619102499913424   ,0.0611631            ,      383.64264 ,      348.37872 ,45.36557  , 45.244293 ,-17.8013886        ,   
  13.67106069996953    ,0.0519582            ,      383.70428 ,      345.07147 ,45.91928  , 44.443512 ,-14.4941386        ,   
  13.734233899973333   ,0.0631732            ,      384.26913 ,      338.7059  ,45.473145 , 44.634888 ,-8.1285686         ,   
  13.794612600002438   ,0.0603787            ,      384.31583 ,      330.72552 ,45.637695 , 44.26889  ,-0.1481886         ,   
  13.856012500124052   ,0.0613999            ,      384.44424 ,      322.46036 ,45.769775 , 44.42102  ,8.1169714          ,   
  13.907535800011829   ,0.051523299887776375 ,      384.51422 ,      316.51202 ,45.6351   , 44.670258 ,14.0653114         ,   
  13.970933000091463   ,0.0633972            ,      384.59473 ,      313.73843 ,45.536804 , 44.96277  ,16.8389014         ,   
