index ,time                ,dt                   ,Center (x-axis) ,Center (y-axis)       ,box width ,box height
   33 ,1.6618387699127197  ,0.047065019607543945 ,     344.32782  ,4.68346513952217      ,26.86142  , 21.590424
   34 ,1.7078938484191895  ,0.04605507850646973  ,     353.6187   ,4.057261139522197     ,27.293152 , 21.750565
   35 ,1.7693490982055664  ,0.06145524978637695  ,     362.78766  ,3.2766991395221936    ,27.743439 , 21.848701
   36 ,1.8319625854492188  ,0.06261348724365234  ,     372.8969   ,2.7101251395221766    ,27.807373 , 21.787193
   37 ,1.8777449131011963  ,0.04578232765197754  ,     382.39954  ,2.3491251395221866    ,27.458466 , 21.725029
   38 ,1.924799919128418   ,0.04705500602722168  ,     392.3177   ,2.458725139522187     ,27.42154  , 21.446991
   39 ,1.9714064598083496  ,0.04660654067993164  ,     403.45728  ,2.2408911395221764    ,26.42685  , 21.477036
   40 ,2.0184898376464844  ,0.047083377838134766 ,     413.32416  ,1.9667151395221794    ,25.38736  , 21.711426
   41 ,2.0666511058807373  ,0.04816126823425293  ,     423.2554   ,2.4205451395221615    ,24.644165 , 21.615677
   42 ,2.113750457763672   ,0.04709935188293457  ,     433.21936  ,2.3620851395221933    ,25.62973  , 21.431297
   43 ,2.161855697631836   ,0.04810523986816406  ,     443.08636  ,2.2939451395221795    ,26.011932 , 21.818504
   44 ,2.208926200866699   ,0.04707050323486328  ,     452.9018   ,1.4418551395221755    ,25.304352 , 21.959312
   45 ,2.2548813819885254  ,0.04595518112182617  ,     462.96442  ,2.4423001395221746    ,24.960724 , 21.932053
   46 ,2.3179893493652344  ,0.06310796737670898  ,     472.62396  ,2.11686513952219      ,25.704315 , 21.643372
   47 ,2.3648521900177     ,0.04686284065246582  ,     483.084    ,2.268245139522179     ,25.449951 , 21.59475
   48 ,2.4124443531036377  ,0.0475921630859375   ,     493.2028   ,1.0374451395221769    ,25.996399 , 22.108543
   49 ,2.4594995975494385  ,0.04705524444580078  ,     504.02658  ,2.0253751395221684    ,24.857239 , 22.009483
   50 ,2.507390260696411   ,0.047890663146972656 ,     514.4123   ,1.552815139522167     ,24.842682 , 21.750908
   51 ,2.5699996948242188  ,0.06260943412780762  ,     525.5619   ,1.7473751395221768    ,25.695007 , 22.02108
   52 ,2.617020845413208   ,0.04702115058898926  ,     535.83496  ,0.7869651395221808    ,26.247986 , 22.591087
   53 ,2.664364814758301   ,0.04734396934509277  ,     547.5616   ,1.5663891395221867    ,25.548462 , 22.586815
   54 ,2.7114250659942627  ,0.047060251235961914 ,     558.7045   ,-0.019239860477838988 ,24.431763 , 22.267517
   55 ,2.758038282394409   ,0.046613216400146484 ,     568.72363  ,1.6979651395221964    ,24.931702 , 21.95543
   56 ,2.8194339275360107  ,0.06139564514160156  ,     580.60144  ,1.9259851395221688    ,25.82489  , 22.258072
   57 ,2.8670401573181152  ,0.04760622978210449  ,     591.63135  ,0.9662451395221865    ,25.755554 , 22.279655
   58 ,2.9146382808685303  ,0.04759812355041504  ,     603.15875  ,0.4214751395221725    ,26.413818 , 23.054298
   59 ,2.962231397628784   ,0.047593116760253906 ,     614.15515  ,0.6594051395221783    ,26.323425 , 23.195663
   60 ,3.0092995166778564  ,0.047068119049072266 ,     624.797    ,0.3046851395221779    ,24.995056 , 23.510345
